,r11,r12,r13,r21,r22,r23,r31,r32,r33,px,py,pz,gripper
2176,0.0,0.9999996829318346,0.0007963267107332633,0.0,0.0007963267107332633,-0.9999996829318346,-1.0,0.0,0.0,0.0,-1.0,0.11127781355584745,1
2177,0.0,0.9999996829318346,0.0007963267107332633,0.0,0.0007963267107332633,-0.9999996829318346,-1.0,0.0,0.0,0.0,-1.0,0.10922963190626564,1
2178,0.0,0.9999996829318346,0.0007963267107332633,0.0,0.0007963267107332633,-0.9999996829318346,-1.0,0.0,0.0,0.0,-1.0,0.10719280001725323,1
2179,0.0,0.9999996829318346,0.0007963267107332633,0.0,0.0007963267107332633,-0.9999996829318346,-1.0,0.0,0.0,0.0,-1.0,0.10516812348616196,1
2180,0.0,0.9999996829318346,0.0007963267107332633,0.0,0.0007963267107332633,-0.9999996829318346,-1.0,0.0,0.0,0.0,-1.0,0.10315640038341745,1
2181,0.0,0.9999996829318346,0.0007963267107332633,0.0,0.0007963267107332633,-0.9999996829318346,-1.0,0.0,0.0,0.0,-1.0,0.101158420733421,1
2182,0.0,0.9999996829318346,0.0007963267107332633,0.0,0.0007963267107332633,-0.9999996829318346,-1.0,0.0,0.0,0.0,-1.0,0.09917496599545189,1
2183,0.0,0.9999996829318346,0.0007963267107332633,0.0,0.0007963267107332633,-0.9999996829318346,-1.0,0.0,0.0,0.0,-1.0,0.09720680854456806,1
2184,0.0,0.9999996829318346,0.0007963267107332633,0.0,0.0007963267107332633,-0.9999996829318346,-1.0,0.0,0.0,0.0,-1.0,0.0952547111525089,1
2185,0.0,0.9999996829318346,0.0007963267107332633,0.0,0.0007963267107332633,-0.9999996829318346,-1.0,0.0,0.0,0.0,-1.0,0.09331942646859606,1
2186,0.0,0.9999996829318346,0.0007963267107332633,0.0,0.0007963267107332633,-0.9999996829318346,-1.0,0.0,0.0,0.0,-1.0,0.09140169650063547,1
2187,0.0,0.9999996829318346,0.0007963267107332633,0.0,0.0007963267107332633,-0.9999996829318346,-1.0,0.0,0.0,0.0,-1.0,0.08950225209581865,1
2188,0.0,0.9999996829318346,0.0007963267107332633,0.0,0.0007963267107332633,-0.9999996829318346,-1.0,0.0,0.0,0.0,-1.0,0.08762181242162512,1
